zone_id,avg_rainfall_mm,flood_incidents_per_year,avg_aqi,curfew_days_per_year,hub_closure_days,avg_temp_peak,risk_cluster,risk_label,risk_map_score
ZONE_281,639.3937039069965,9,281.5793112781895,6,7,36.25350652166793,0,Low Risk,50.2
ZONE_282,688.2578384319272,2,308.24951841728375,8,9,40.92192350010126,0,Low Risk,45.7
ZONE_283,322.1765217931297,8,232.05883845755613,4,15,40.92900180249214,0,Low Risk,37.5
ZONE_284,951.7641832950262,12,199.38596982920254,0,7,45.760781287202356,0,Low Risk,57.7
ZONE_285,246.7249559357647,1,356.8328822518573,9,0,39.973848046381946,0,Low Risk,35.4
ZONE_286,805.2774235721982,14,196.12712940976223,6,11,38.04307219923974,2,Medium Risk,59.0
ZONE_287,905.4380251198496,3,211.67999770145565,4,4,30.77742652793034,1,High Risk,38.6
ZONE_288,572.5036277667698,14,396.61945966962196,2,2,30.314752133574107,0,Low Risk,56.3
ZONE_289,968.083238739714,5,50.0831332515596,8,0,31.086431305661588,2,Medium Risk,38.6
ZONE_290,239.65032492076426,1,114.91551835185287,0,3,31.43696962654189,0,Low Risk,8.2
ZONE_291,248.55264537397875,14,184.387361471904,0,7,40.75754185327268,0,Low Risk,38.7
ZONE_292,1269.3807288575558,7,376.4064682988385,0,2,42.819625005491574,1,High Risk,66.5
ZONE_293,668.2478338346418,7,74.51039701161486,2,9,38.59983045852837,2,Medium Risk,33.0
ZONE_294,365.1786664474502,0,53.31990176997432,5,1,44.580354650909825,0,Low Risk,17.9
ZONE_295,878.9162380712456,11,68.43934259203,9,10,47.82526453467266,2,Medium Risk,56.6
ZONE_296,1200.9916190281942,2,80.99019371476635,2,9,44.400252582387125,2,Medium Risk,42.3
ZONE_297,480.5673357458961,9,63.1588706221913,7,13,41.897647473519186,2,Medium Risk,37.3
ZONE_298,1009.7576185647004,8,217.92346439977666,9,6,38.64985398874293,1,High Risk,59.1
ZONE_299,310.9517044918984,4,253.2650225295647,1,1,36.977061433494164,0,Low Risk,26.8
ZONE_300,267.18623751919,5,145.09043987415143,8,8,29.68784761089085,0,Low Risk,24.4
ZONE_301,890.7610210385924,3,189.40058439147245,2,15,35.98737496789382,2,Medium Risk,37.6
ZONE_302,902.8256580931385,9,82.09476728900054,4,12,46.202692735642685,2,Medium Risk,48.9
ZONE_303,1028.6588719476686,1,167.7296623399477,9,8,44.16045259813106,1,High Risk,47.8
ZONE_304,1143.91873383946,10,232.8817170720831,7,19,32.321027300233744,2,Medium Risk,61.7
ZONE_305,1468.607703301295,7,306.2951325146258,1,3,37.332155693944316,1,High Risk,66.1
ZONE_306,871.1904527915539,10,51.17122671504273,5,9,44.33446405117089,2,Medium Risk,48.0
ZONE_307,619.8434148236197,12,213.5587682881784,4,11,29.347691095710452,2,Medium Risk,45.3
ZONE_308,1233.7420531993148,5,153.95100675920878,9,16,35.74785171337319,2,Medium Risk,55.0
ZONE_309,552.0819266406966,4,348.48763759216547,8,13,45.03682473747895,0,Low Risk,49.7
ZONE_310,770.662846917327,8,300.4436603319847,4,13,36.077957283402476,0,Low Risk,51.0
ZONE_311,301.9932957449457,0,256.1879870648132,1,1,29.552292894628817,0,Low Risk,16.3
ZONE_312,232.95596644009476,4,147.04297599387075,4,19,38.85068737064503,2,Medium Risk,22.5
ZONE_313,1451.4429390813025,5,368.618685720137,3,10,45.23484989836591,1,High Risk,71.9
ZONE_314,1286.7741566658676,4,65.78523702711311,6,15,39.8057108590632,2,Medium Risk,48.7
ZONE_315,1104.7664679218074,5,88.31365953769031,5,18,32.525582164284636,2,Medium Risk,42.1
ZONE_316,731.6388277385508,5,187.07054918912462,1,5,35.684792402747625,0,Low Risk,35.3
ZONE_317,425.2826160920995,6,93.55314505389973,4,18,37.00246722363865,2,Medium Risk,27.1
ZONE_318,403.3681554724119,3,384.7454941457988,6,4,39.585327076410536,0,Low Risk,41.4
ZONE_319,525.315767613974,13,329.29626275018416,6,3,43.18702051505226,0,Low Risk,60.0
ZONE_320,913.9946641179566,10,140.64392806063478,4,14,29.977472352812708,2,Medium Risk,46.1
ZONE_321,1128.9746995100809,13,255.9939801406359,8,3,45.79304066035132,1,High Risk,75.3
ZONE_322,1058.2565897330505,13,393.8156802780286,3,19,28.24619406032151,1,High Risk,67.5
ZONE_323,563.9140660297257,13,359.46964234602603,2,9,35.40104669348511,0,Low Risk,54.8
ZONE_324,1441.3248648621523,14,260.27945625476934,3,2,28.548406199453154,1,High Risk,72.0
ZONE_325,1159.265991704499,7,366.3033885113447,4,4,35.85948450690582,1,High Risk,63.5
ZONE_326,920.6602682648208,6,396.2147184346756,5,5,38.516251977466474,1,High Risk,59.4
ZONE_327,995.2369701046579,8,310.1734880127685,2,7,38.233627731630236,1,High Risk,56.7
ZONE_328,745.4800811561269,6,72.7452433190129,1,6,31.312566940565308,2,Medium Risk,28.6
ZONE_329,522.0502863515047,2,190.55308274892062,3,9,40.914810201912246,0,Low Risk,29.5
ZONE_330,662.76448224664,2,343.23900734913593,4,5,28.895569010093364,0,Low Risk,37.0
ZONE_331,1185.19994360368,14,130.69921853175666,3,13,43.23813640264831,2,Medium Risk,65.1
ZONE_332,218.71153521868263,7,340.7248812127186,2,3,46.93288867987093,0,Low Risk,40.2
ZONE_333,350.8944326589911,4,92.11856671224858,7,12,34.79537654302236,2,Medium Risk,23.5
ZONE_334,259.8034346282786,3,66.43087500173455,9,19,38.34478763428664,2,Medium Risk,21.7
ZONE_335,252.9474430146612,7,184.43171402193735,3,16,35.57820556117629,0,Low Risk,27.6
ZONE_336,1312.0987592143094,14,62.85617809931477,1,6,28.1342078060812,2,Medium Risk,55.1
ZONE_337,1114.7552171940308,5,385.04459204416395,1,3,35.71749005790232,1,High Risk,57.0
ZONE_338,816.4259778135228,1,339.17199352788805,0,13,43.83440518522693,0,Low Risk,42.7
ZONE_339,327.18440884630195,3,330.26939049545626,3,2,39.91977684366964,0,Low Risk,33.4
ZONE_340,839.100637651882,11,270.42227304865355,9,4,30.02519829230318,1,High Risk,58.1
ZONE_341,815.5133020147354,10,125.71340806279373,8,15,44.942789793875704,2,Medium Risk,54.0
ZONE_342,425.16243088301974,3,231.39112833673727,6,19,38.621706897704854,2,Medium Risk,32.7
ZONE_343,764.007144009365,14,259.04592535061937,9,3,44.83446723489352,0,Low Risk,67.9
ZONE_344,718.0561547165855,5,233.76102530109387,6,1,39.60443037570059,0,Low Risk,44.6
ZONE_345,1000.6051274678814,5,141.08167878303453,6,17,39.1937688967588,2,Medium Risk,46.7
ZONE_346,1025.621746127937,0,230.33677351015405,7,18,30.10518370394025,2,Medium Risk,40.6
ZONE_347,258.8952127036579,13,221.9152193040193,0,18,31.34719466277256,2,Medium Risk,34.7
ZONE_348,686.9963990144126,7,398.7175215323535,9,16,47.44050512993182,0,Low Risk,63.4
ZONE_349,1013.6178904285073,5,364.1026518161714,9,13,32.56973493509541,1,High Risk,59.5
ZONE_350,854.077136154114,2,212.18326187546697,7,18,47.54904235980736,2,Medium Risk,47.0
ZONE_351,1313.436793544819,13,268.0280840272915,3,12,38.638254130485265,1,High Risk,72.4
ZONE_352,1056.3017211046285,8,311.75506143228,3,11,30.715780941278744,1,High Risk,55.7
ZONE_353,411.8147552058586,1,62.202806081838716,3,5,29.986044055073858,0,Low Risk,12.1
ZONE_354,291.7393716205588,14,363.222504429744,5,3,32.1772814141148,0,Low Risk,50.8
ZONE_355,1035.1450616682102,10,351.0443857462733,6,18,46.512746600506716,1,High Risk,71.6
ZONE_356,234.46470370410836,7,210.10123422079755,5,15,36.283004486564536,0,Low Risk,30.9
ZONE_357,961.5082556555022,9,186.90941812813293,0,12,35.90868535985829,2,Medium Risk,47.3
ZONE_358,1422.2993138524448,2,145.53578119971024,7,3,34.26412522140348,1,High Risk,51.8
ZONE_359,948.1164312386427,12,216.83688991562894,9,16,30.94123701133177,2,Medium Risk,60.1
ZONE_360,704.6209040684785,11,65.53183223663287,6,0,37.757023943848125,0,Low Risk,43.7
ZONE_361,1036.2746839750591,4,348.2677366714527,5,17,30.600955650222772,1,High Risk,52.5
ZONE_362,795.7287576389716,5,62.397828946490776,5,19,44.70960472764655,2,Medium Risk,38.4
ZONE_363,909.3018261107154,9,165.16797787945484,4,16,35.40793972550613,2,Medium Risk,48.4
ZONE_364,1423.9042514094826,5,376.0563209116465,5,14,35.49607135563593,1,High Risk,68.7
ZONE_365,701.9334291410065,3,307.3244290832085,8,10,37.480128569663115,0,Low Risk,46.0
ZONE_366,1449.5477329710884,2,148.48683620213438,9,12,36.88255426331503,2,Medium Risk,56.0
ZONE_367,1376.955834542883,3,138.42718288630977,8,0,47.89715946118643,1,High Risk,59.7
ZONE_368,454.52847522608533,0,51.778748936309086,9,16,38.90762242436605,2,Medium Risk,21.4
ZONE_369,290.16969113771506,3,293.50000249741254,7,5,29.764034075797415,0,Low Risk,29.2
ZONE_370,331.01140179065465,0,67.07425358561058,9,3,40.1375468315386,0,Low Risk,19.6
ZONE_371,223.68837334701465,11,236.41088179026673,8,19,31.031685857397598,2,Medium Risk,39.1
ZONE_372,322.7758489827069,14,386.7426904072174,9,15,28.61875289462684,0,Low Risk,55.2
ZONE_373,1087.908805441264,0,88.31410101905885,7,14,47.41484307354496,2,Medium Risk,42.8
ZONE_374,292.5452429982977,9,363.0679758388236,7,14,43.470777830691276,0,Low Risk,50.1
ZONE_375,614.6683193818897,13,397.01636730076683,0,5,47.60217984827534,0,Low Risk,62.5
ZONE_376,1298.337904260291,5,71.53095918373226,9,14,37.55756896044485,2,Medium Risk,52.9
ZONE_377,230.25351645657364,4,359.01719419811144,4,13,38.64515062297952,0,Low Risk,34.5
ZONE_378,1258.8090273656164,13,230.62765715526584,3,10,31.366739118382604,1,High Risk,65.2
ZONE_379,566.4112072054199,10,367.27980180560303,1,6,32.93814853335171,0,Low Risk,48.1
ZONE_380,353.6142759081531,14,249.96162967185094,7,8,44.77098429805656,0,Low Risk,54.3
ZONE_381,1105.758314973396,3,281.7392035372976,2,15,35.12371294235189,1,High Risk,48.2
ZONE_382,1017.6257008138492,12,240.32261779908973,3,4,44.53629947592838,1,High Risk,64.2
ZONE_383,1340.7136175851688,10,352.572508107572,6,19,42.18027448574064,1,High Risk,77.8
ZONE_384,1155.5923569450515,2,306.8684716337956,9,9,31.54341850543731,1,High Risk,54.5
ZONE_385,1244.5252095003032,0,232.44110926314522,8,17,38.14892732239484,2,Medium Risk,51.6
ZONE_386,566.6449443426984,5,353.8562814180414,1,2,41.54774643037434,0,Low Risk,43.3
ZONE_387,430.67140691363966,1,135.8499362893671,2,12,32.7007442960765,0,Low Risk,17.1
ZONE_388,1175.7991771331158,7,105.06923089588409,3,10,44.61377021040154,2,Medium Risk,52.4
ZONE_389,1248.8851610474433,9,106.14003686552523,9,16,38.896553150903735,2,Medium Risk,60.9
ZONE_390,1487.6566846008752,4,166.90310756083326,0,12,31.304841008852065,2,Medium Risk,49.7
ZONE_391,736.4029799848544,6,133.54151095535613,6,5,39.65968852329205,0,Low Risk,41.0
ZONE_392,683.6235115306181,9,375.53162267840855,1,16,47.99427608311828,0,Low Risk,57.6
ZONE_393,1209.336848964596,11,87.04193284000439,4,12,31.010429833268272,2,Medium Risk,53.1
ZONE_394,643.0446023289232,1,294.6467583138557,0,18,44.33513860239056,0,Low Risk,35.7
ZONE_395,1409.9845232846342,12,116.22753892475205,2,18,32.14618006375116,2,Medium Risk,60.4
ZONE_396,1315.9365773959153,7,358.5729964696226,1,9,43.647766589201744,1,High Risk,68.2
ZONE_397,757.6922355875239,1,386.4603508647176,0,2,42.69155846242826,0,Low Risk,43.3
ZONE_398,1176.1323881289466,3,212.91450306949426,6,13,34.009787712008645,2,Medium Risk,49.6
ZONE_399,1180.905736310087,0,357.6750180798461,4,18,34.51646235128899,1,High Risk,51.2
ZONE_400,334.0610294867124,14,51.800809764150166,0,4,43.85042783925839,0,Low Risk,35.0
ZONE_401,1373.3187786834367,4,336.98142109283503,5,4,37.22891023774625,1,High Risk,64.3
ZONE_402,856.8280841822143,8,130.01880653372325,4,19,42.616360574236175,2,Medium Risk,46.9
ZONE_403,1274.3947059400641,0,368.04545824427873,2,16,30.959682947316693,1,High Risk,50.6
ZONE_404,616.0644813397953,8,50.39203901803832,6,9,45.05115563803107,2,Medium Risk,39.1
ZONE_405,1364.1801970450606,10,244.66360726391494,9,4,42.21769433364638,1,High Risk,75.2
ZONE_406,705.9621823544121,14,314.82253132472715,8,3,46.13885617669668,0,Low Risk,69.2
ZONE_407,214.08894692438787,7,140.5409157442678,8,5,30.64744758069945,0,Low Risk,26.5
ZONE_408,1376.9965693450426,5,117.59650260555257,8,3,39.86029000721195,1,High Risk,57.8
ZONE_409,318.67267982197365,6,79.43437856379462,1,6,39.9824117008065,0,Low Risk,21.9
ZONE_410,615.1077288675393,2,164.25175177615253,2,6,35.06921481093565,0,Low Risk,26.6
ZONE_411,1435.0805571660464,13,245.94550930809032,6,17,37.16932849138516,2,Medium Risk,76.7
ZONE_412,1435.789291018823,14,90.54534987309017,4,2,28.75963126579707,2,Medium Risk,63.3
ZONE_413,945.4692545602719,0,181.84337669537956,1,0,42.91720077254024,0,Low Risk,36.1
ZONE_414,1021.388375820739,4,53.17534162845374,2,3,38.98644958806348,2,Medium Risk,36.5
ZONE_415,782.9791785718157,13,336.5377971749446,9,5,29.154821037383474,1,High Risk,63.3
ZONE_416,581.1740032074839,11,94.95705133261697,5,8,41.61511785920971,2,Medium Risk,43.0
ZONE_417,627.2639089808907,11,149.17003189295355,6,13,37.335641544623755,2,Medium Risk,46.2
ZONE_418,1074.27399290015,1,56.44970155837611,8,11,28.6892251885,2,Medium Risk,33.9
ZONE_419,1178.086888268984,13,201.2842743623793,0,19,47.39215453696191,2,Medium Risk,66.3
ZONE_420,1229.052756843603,4,344.0425259594266,6,3,46.982242861788805,1,High Risk,66.7
ZONE_421,1226.50358563292,7,187.2529240058188,7,11,38.25804832294395,2,Medium Risk,59.3
ZONE_422,318.5679339632975,10,112.82406319834169,2,9,29.873448414118204,0,Low Risk,26.4
ZONE_423,842.7463961133559,8,313.7945919176817,3,6,43.092424431971835,0,Low Risk,56.3
ZONE_424,274.82638802163757,1,326.0824436547605,9,2,37.83862200211458,0,Low Risk,33.4
ZONE_425,914.3875470208562,11,110.81371635764839,5,13,34.048949565787595,2,Medium Risk,49.1
ZONE_426,773.9896517853902,2,319.7989379893464,9,9,37.82836355057113,1,High Risk,48.1
ZONE_427,1354.0154375857896,2,381.5542608897183,6,15,38.44888290810929,1,High Risk,64.6
ZONE_428,656.1895163177023,0,108.23215542629532,3,15,39.254233980446784,2,Medium Risk,24.2
ZONE_429,352.1871213558876,7,319.8445023862474,7,9,36.82447427310653,0,Low Risk,42.6
ZONE_430,385.88918666868665,5,298.00020161092027,4,12,40.11510606278114,0,Low Risk,37.6
ZONE_431,1189.963821232714,11,215.750860952281,0,5,46.37469421212755,1,High Risk,63.6
ZONE_432,1003.6834823111394,12,70.2721611955794,3,11,35.24536174197182,2,Medium Risk,49.4
ZONE_433,331.4594789596273,7,76.1430462152489,2,8,42.51432926439898,0,Low Risk,26.0
ZONE_434,309.33884794949665,10,348.3451307195267,8,12,45.88905113648464,0,Low Risk,53.6
ZONE_435,1111.259870896856,8,396.5519304627265,7,3,37.119585515198736,1,High Risk,69.2
ZONE_436,294.59190827345157,4,286.61829001536404,0,10,36.86911672763809,0,Low Risk,27.2
ZONE_437,1268.418077077463,13,206.0854074536125,5,19,40.04233970709559,2,Medium Risk,70.4
ZONE_438,1118.114895303445,11,276.6507751906677,8,17,39.828135188449764,2,Medium Risk,69.9
ZONE_439,305.7534148344697,13,258.0385507299909,6,10,44.13178684652554,0,Low Risk,50.5
ZONE_440,310.2890283107495,2,184.26429114196762,3,3,37.529667675565854,0,Low Risk,21.7
ZONE_441,1482.6314520515282,4,72.96915060090453,0,17,47.92245899278882,2,Medium Risk,52.5
ZONE_442,686.5520344829564,4,337.5295315926043,1,0,29.189431377345617,0,Low Risk,37.8
ZONE_443,681.8347911869582,4,180.14173523355362,4,6,28.063356971614034,0,Low Risk,31.1
ZONE_444,1256.6394374347533,2,336.5749751749828,4,5,40.803966231192476,1,High Risk,58.6
ZONE_445,1431.4231505990163,10,138.3780623909338,7,14,33.96869824723753,2,Medium Risk,64.9
ZONE_446,1481.8013829697322,13,50.36031794597169,5,17,32.80764777398968,2,Medium Risk,63.6
ZONE_447,1179.391640836624,9,105.62839914686478,7,10,34.23798160008561,2,Medium Risk,54.7
ZONE_448,689.1374611901905,13,213.98879586900452,1,19,33.12095130209909,2,Medium Risk,47.8
ZONE_449,308.5509317082694,3,380.50627223524043,2,14,28.615800993208957,0,Low Risk,29.1
ZONE_450,1210.2909907056678,8,85.76776689280165,5,15,47.43066084781177,2,Medium Risk,57.3
ZONE_451,925.9255246565466,12,348.9734210615481,9,6,32.41490976905563,1,High Risk,67.8
ZONE_452,751.4886120210691,9,234.45843367415173,2,9,42.68059525178613,0,Low Risk,49.7
ZONE_453,1378.2607006231567,8,339.0722680299638,5,11,43.251927893883504,1,High Risk,74.2
ZONE_454,344.55672699799675,1,154.4310508464974,5,13,46.58514796014458,0,Low Risk,25.8
ZONE_455,840.4126355781169,7,343.9815076353652,1,4,28.6109891418676,1,High Risk,47.0
ZONE_456,214.7597381976448,7,320.4879730058816,6,17,45.44096676894016,0,Low Risk,42.2
ZONE_457,809.2588345923641,6,130.51878906100188,1,4,38.544523616796006,0,Low Risk,37.3
ZONE_458,273.1942583863886,7,95.96729424328231,5,2,40.650882199316555,0,Low Risk,27.6
ZONE_459,354.4632911484935,13,353.8190128863025,0,4,40.889405542420675,0,Low Risk,49.6
ZONE_460,352.78412081023635,2,387.1328287040462,2,16,44.39595609969455,0,Low Risk,36.9
ZONE_461,1043.9733927508828,12,60.95580981163069,1,18,34.66814644318221,2,Medium Risk,47.7
ZONE_462,1169.8583430450503,5,305.94452344078996,6,18,42.66102379719987,1,High Risk,62.4
ZONE_463,958.3793946263075,0,368.3335788317364,3,11,38.57156219444394,1,High Risk,46.9
ZONE_464,1450.8243130169044,6,350.07603223237453,7,8,43.86788028610695,1,High Risk,75.8
ZONE_465,687.3317533808153,14,387.582165294573,5,0,47.81092065540267,0,Low Risk,70.6
ZONE_466,571.425712166419,14,316.032927453334,9,17,32.01302034807522,2,Medium Risk,59.5
ZONE_467,1329.1788666462983,0,204.8045668333186,3,3,47.892972831199955,1,High Risk,52.2
ZONE_468,490.67459007528845,8,159.18319667329564,4,9,29.79624308565548,0,Low Risk,32.3
ZONE_469,1452.1893012727946,0,162.2599591533446,8,6,28.046350958096276,1,High Risk,48.2
ZONE_470,215.80081709676125,0,303.547935414941,6,0,28.883238723556627,0,Low Risk,21.4
ZONE_471,1460.8424747199308,14,311.04295421083754,9,16,34.835648094735234,1,High Risk,84.6
ZONE_472,256.10788553574895,6,120.12570024204943,8,1,40.65812661356868,0,Low Risk,29.8
ZONE_473,1358.4860478074925,1,353.84298472168587,6,10,29.380590817756993,1,High Risk,56.9
ZONE_474,886.0114418121898,13,300.2234140707867,0,8,28.113316290591346,1,High Risk,54.5
ZONE_475,1490.8542349550905,4,246.96260022018393,7,6,46.7418205691759,1,High Risk,69.0
ZONE_476,295.93553415601855,7,215.03636103587945,3,16,44.4385327187986,0,Low Risk,34.9
ZONE_477,920.010569721717,7,240.13148202648534,2,16,44.183663422780626,2,Medium Risk,52.0
ZONE_478,1460.0932963048288,2,105.73600839774257,6,1,45.68848551003954,1,High Risk,55.3
ZONE_479,880.0271974211935,6,121.29543724669597,2,5,42.00068545544209,0,Low Risk,41.4
ZONE_480,1018.2182295758413,2,81.90757164216708,7,13,30.08808259496163,2,Medium Risk,35.2
ZONE_481,1104.4732956800024,5,103.78031335638943,5,5,35.98200376147446,2,Medium Risk,44.7
ZONE_482,790.9033841981052,5,208.79277211184893,4,1,42.46298972929259,0,Low Risk,44.5
ZONE_483,1015.8255041092825,2,235.62403780488964,3,0,33.606689215830414,1,High Risk,41.7
ZONE_484,959.6086055000303,6,56.25166236741178,7,9,41.74812728272475,2,Medium Risk,44.7
ZONE_485,1371.5054136382857,2,328.87923975240966,7,4,28.489968965353047,1,High Risk,58.1
ZONE_486,259.08029444389524,7,152.95879067021724,0,1,34.12274681759186,0,Low Risk,22.2
ZONE_487,565.2521464698993,9,369.1426122359689,8,15,38.982606725543455,0,Low Risk,56.6
ZONE_488,1435.5349292995263,3,388.6289422648222,4,1,40.64179659012484,1,High Risk,67.9
ZONE_489,1357.3429190581912,14,114.91060613682902,3,9,39.540813289238216,2,Medium Risk,67.0
ZONE_490,792.3537786214268,14,211.7340517679812,5,1,41.95512552146859,0,Low Risk,60.5
ZONE_491,1006.1723771419978,12,50.43114230824906,5,15,28.12177496479678,2,Medium Risk,46.8
ZONE_492,560.5955378754725,0,259.41454279284943,1,15,30.01882399955043,0,Low Risk,23.7
ZONE_493,444.5575076408897,3,262.5572568919349,7,18,45.378885045582905,0,Low Risk,39.4
ZONE_494,802.8079264219768,13,136.6389844611813,6,6,41.63497288180322,2,Medium Risk,55.7
ZONE_495,659.3578964338687,6,245.44443540411928,0,11,30.258632853720226,0,Low Risk,34.7
ZONE_496,958.7529454061337,10,128.93904985530742,4,14,44.84148874797158,2,Medium Risk,54.0
ZONE_497,301.0550280544803,3,106.28891417736652,5,7,32.84462435649134,0,Low Risk,18.4
ZONE_498,1466.7132499660165,12,278.03181338079264,3,5,37.56519768390447,1,High Risk,74.9
ZONE_499,1482.0739678234838,5,164.07391238322623,1,9,30.903930257693204,1,High Risk,51.8
